종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'000270,기아,+797,+13686,171690,-170400,▼,-4700
'402340,SK스퀘어,+184,+11221,609439,-590000,▼,-40000
'079550,LIG넥스원,+135,+9334,693131,+695000,▲,+6000
'005935,삼성전자우,+563,+8155,144717,-144200,▼,-4900
'009150,삼성전기,+164,+7734,471183,+467000,▲,+3000
'196170,알테오젠,+174,+6203,356492,-354000,▼,-1000
'011070,LG이노텍,+217,+6192,285694,+280000,▲,+11500
'047810,한국항공우주,+272,+5197,191058,-188600,▼,-5700
'112610,씨에스윈드,+746,+4815,64543,+67700,▲,+8600
'108490,로보티즈,+176,+4747,269474,263000,-,0
'078600,대주전자재료,+340,+4107,120759,-117000,▼,-1500
'047040,대우건설,+2535,+4065,16038,+16170,▲,+1300
'001040,CJ,+205,+4065,198403,-198700,▼,-1300
'086790,하나금융지주,+349,+3925,112489,-111800,▼,-2700
'322000,HD현대에너지솔루션,+276,+3818,138157,+136300,▲,+4600
'0126Z0,삼성에피스홀딩스,+69,+3735,542885,-529000,▼,-9000
'012450,한화에어로스페이스,+27,+3706,1354072,-1365000,▼,-25000
'018670,SK가스,+143,+3531,246376,+263500,▲,+32500
'036810,에프에스티,+778,+3424,44014,-42400,▼,-1650
'032830,삼성생명,+144,+3355,233279,-228500,▼,-6500
'007660,이수페타시스,+245,+3168,129542,+127400,▲,+2300
'034020,두산에너빌리티,+290,+3095,106667,-105700,▼,-1600
'267270,HD건설기계,+235,+3046,129450,+129000,▲,+1400
'064760,티씨케이,+126,+3037,241763,+240000,▲,+4000
'009420,한올바이오파마,+532,+2965,55679,-54600,▼,-2800
'036570,엔씨소프트,+134,+2944,220261,-217500,▼,-12500
'034230,파라다이스,+1515,+2870,18945,+18760,▲,+800
'298020,효성티앤씨,+71,+2819,394598,-384000,▼,-10500
'140860,파크시스템스,+97,+2792,288859,+274000,▲,+9500
'445680,큐리옥스바이오시스템즈,+207,+2728,132069,-127400,▼,-12200
'090430,아모레퍼시픽,+198,+2661,134407,-133600,▼,-2000
'006360,GS건설,+998,+2652,26574,+25950,▲,+300
'007810,코리아써키트,+382,+2368,61971,+60600,▲,+400
'128940,한미약품,+43,+2226,517729,-511000,▼,-20000
'086520,에코프로,+149,+2218,148619,-149100,▼,-4900
'003160,디아이,+575,+2212,38436,+37500,▲,+250
'000990,DB하이텍,+235,+2082,88602,-86900,▼,-1000
'489790,한화비전,+239,+2080,86866,+86200,▲,+2300
'078350,한양디지텍,+759,+2072,27278,-26350,▼,-250
'475150,SK이터닉스,+412,+2060,50033,+54700,▲,+12100
'005940,NH투자증권,+603,+2015,33443,-32800,▼,-1400
'316140,우리금융지주,+562,+1901,33849,-33200,▼,-300
'278470,에이피알,+51,+1868,366257,+364500,▲,+2500
'003490,대한항공,+745,+1847,24794,-24500,▼,-1000
'183300,코미코,+150,+1774,118259,-116900,▼,-3100
'000250,삼천당제약,+23,+1767,773841,-782000,▼,-2000
'000810,삼성화재,+37,+1761,481548,-475500,▼,-18500
'439260,대한조선,+175,+1659,94948,-93400,▼,-2300
'218410,RFHIC,+200,+1596,79804,-77900,▼,-400
'023530,롯데쇼핑,+144,+1541,106911,+106700,▲,+1300
'139480,이마트,+159,+1507,94675,-93900,▼,-2400
'084370,유진테크,+113,+1495,132810,-129100,▼,-200
'024110,기업은행,+623,+1487,23886,-23650,▼,-200
'028260,삼성물산,+51,+1483,292065,-288000,▼,-11000
'494120,큐리오시스,+208,+1422,68215,-67900,▼,-5100
'082740,한화엔진,+289,+1411,48760,-48300,▼,-1150
'290650,엘앤씨바이오,+187,+1407,75051,-74500,▼,-5300
'032350,롯데관광개발,+650,+1389,21349,+21050,▲,+200
'007340,DN오토모티브,+350,+1385,39575,+38800,▲,+850
'319660,피에스케이,+168,+1378,81849,+80000,▲,+2500
'019210,와이지-원,+1042,+1371,13153,+12810,▲,+880
'051600,한전KPS,+223,+1369,61331,+61000,▲,+700
'456040,OCI,+137,+1308,95260,-95000,▼,-800
'178320,서진시스템,+283,+1288,45453,+45400,▲,+200
'030190,NICE평가정보,+793,+1283,16182,-16280,▼,-570
'000150,두산,+11,+1266,1147445,-1137000,▼,-52000
'003000,부광약품,+2051,+1239,6037,-6100,▼,-180
'141080,리가켐바이오,+58,+1180,204490,-198600,▼,-12400
'171090,선익시스템,+112,+1167,104334,-103100,▼,-3300
'042700,한미반도체,+41,+1154,279949,-302000,▼,-9000
'086280,현대글로비스,+48,+1143,236325,-228000,▼,-8500
'425420,티에프이,+183,+1092,59772,+59400,▲,+1800
'034830,한국토지신탁,+6310,+1061,1682,+1697,▲,+139
'486990,노타,+237,+1059,44769,-44150,▼,-900
'001120,LX인터내셔널,+229,+1019,44448,+44700,▲,+1650
'017800,현대엘리베이터,+115,+1013,88133,-86900,▼,-1600
'064290,인텍플러스,+556,+989,17800,+17950,▲,+2110
'353200,대덕전자,+121,+947,78137,+77300,▲,+2500
'101490,에스앤에스텍,+110,+947,86111,-84900,▼,-3900
'009970,영원무역홀딩스,+42,+939,224914,-221500,▼,-16000
'247540,에코프로비엠,+49,+938,191359,-188800,▼,-7700
'267260,HD현대일렉트릭,+10,+921,962872,-947000,▼,-27000
'030200,KT,+154,+916,59441,-59300,▼,-1100
'009450,경동나비엔,+136,+909,66969,+66500,▲,+2600
'336260,두산퓨얼셀,+196,+894,45649,+46600,▲,+400
'272210,한화시스템,+64,+861,135088,+140300,▲,+500
'001720,신영증권,+40,+827,207679,-205500,▼,-3000
'011760,현대코퍼레이션,+304,+786,25891,-25550,▼,-200
'030000,제일기획,+368,+773,20979,20900,-,0
'000210,DL,+142,+737,51930,+50700,▲,+850
'066570,LG전자,+61,+709,115405,-115200,▼,-4800
'089980,상아프론테크,+273,+694,25395,+25150,▲,+100
'297090,씨에스베어링,+875,+693,7924,-7880,▼,-310
'007070,GS리테일,+347,+691,19899,-19790,▼,-60
'039200,오스코텍,+117,+678,57789,-56700,▼,-1700
'058470,리노공업,+56,+664,117616,-115100,▼,-1500
'356860,티엘비,+85,+662,78118,+77900,▲,+6800
'023160,태광,+224,+643,28642,-28450,▼,-350
'000120,CJ대한통운,+56,+639,113265,-112500,▼,-5400
'490470,세미파이브,+200,+625,31271,+31250,▲,+2100
