종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'277810,레인보우로보틱스,-1345,-66478,494100,-668000,▼,-50000
'108490,로보티즈,-2032,-53600,263792,-260500,▼,-6500
'058610,에스피지,-2824,-27039,95741,-120300,▼,-2900
'298380,에이비엘바이오,-1125,-22561,200523,+190200,▲,+200
'226950,올릭스,-1380,-18993,137589,+185700,▲,+3900
'086520,에코프로,-1722,-15972,92778,-150900,▼,-200
'240810,원익IPS,-1217,-9481,77929,+124000,▲,+3100
'455900,엔젤로보틱스,-2583,-9313,36055,+27700,▲,+150
'095610,테스,-1817,-9306,51213,-65500,▼,-600
'347850,디앤디파마텍,-981,-9218,93972,78900,-,0
'122870,와이지엔터테인먼트,-1265,-8815,69659,+60200,▲,+100
'458870,씨어스테크놀로지,-687,-8644,125883,-184800,▼,-4200
'460930,현대힘스,-4101,-8303,20246,+18200,▲,+640
'080220,제주반도체,-2217,-7176,32363,+44300,▲,+1400
'085660,차바이오텍,-5000,-7089,14177,+19020,▲,+270
'222800,심텍,-1155,-6167,53397,+62500,▲,+2400
'098460,고영,-2078,-5965,28701,-29050,▼,-650
'101330,모베이스,-7338,-5765,7856,+4945,▲,+20
'319400,현대무벡스,-1930,-5674,29400,+30400,▲,+500
'247540,에코프로비엠,-385,-5659,147022,+190100,▲,+400
'200710,에이디테크놀로지,-1663,-5456,32807,+47250,▲,+650
'491000,리브스메드,-918,-5406,58901,-81500,▼,-200
'174900,앱클론,-966,-5402,55945,-78300,▼,-1500
'166090,하나머티리얼즈,-925,-5102,55149,+62000,▲,+2900
'030530,원익홀딩스,-1121,-5089,45399,+34350,▲,+1850
'035900,JYP Ent.,-698,-4822,69053,-66800,▼,-100
'064260,다날,-7044,-4787,6795,+7310,▲,+200
'475830,오름테라퓨틱,-342,-4721,137891,+125300,▲,+400
'125490,한라캐스트,-2341,-4678,19984,+17140,▲,+880
'348340,뉴로메카,-613,-4347,70937,-67000,▼,-2700
'445680,큐리옥스바이오시스템즈,-399,-4135,103643,-122800,▼,-8900
'214450,파마리서치,-93,-4000,430900,+327500,▲,+7000
'170920,엘티씨,-1767,-3900,22068,-34000,▼,-100
'950250,테라뷰,-3397,-3556,10468,-8080,▼,-480
'094480,갤럭시아머니트리,-3550,-3469,9771,+8860,▲,+120
'012860,모베이스전자,-5421,-3295,6079,+3895,▲,+95
'101490,에스앤에스텍,-529,-3277,62004,-85700,▼,-200
'195940,HK이노엔,-694,-3231,46548,+52600,▲,+1200
'298830,슈어소프트테크,-3398,-2901,8537,+7580,▲,+320
'399720,가온칩스,-459,-2818,61358,+66000,▲,+600
'065350,신성델타테크,-474,-2790,58811,+63000,▲,+1200
'078600,대주전자재료,-448,-2685,59952,+127500,▲,+7800
'388210,씨엠티엑스,-222,-2576,115911,+150100,▲,+100
'464080,에스오에스랩,-1137,-2564,22556,+17120,▲,+440
'220100,퓨쳐켐,-1023,-2548,24907,21000,-,0
'041920,메디아나,-1645,-2313,14061,+19850,▲,+700
'060250,NHN KCP,-1543,-2275,14742,+20300,▲,+880
'441270,파인엠텍,-2439,-2243,9197,+11360,▲,+710
'348370,엔켐,-348,-2186,62825,-48950,▼,-4150
'358570,지아이이노베이션,-1528,-2154,14097,-14590,▼,-30
'039440,에스티아이,-676,-2055,30397,+33700,▲,+550
