종목코드,종목명,순매수수량(백주),순매수금액(백만),추정평균가,현재가,전일대비,전일대비
'476830,알지노믹스,+525,+7984,152100,+215000,▲,+1000
'388210,씨엠티엑스,+718,+6866,95563,+150100,▲,+100
'099320,쎄트렉아이,+610,+3912,64171,-177800,▼,-8400
'214450,파마리서치,+80,+3181,399171,+327500,▲,+7000
'058610,에스피지,+355,+3176,89460,-120300,▼,-2900
'095610,테스,+663,+2685,40514,-65500,▼,-600
'039440,에스티아이,+728,+2250,30923,+33700,▲,+550
'031980,피에스케이홀딩스,+353,+1615,45786,+111000,▲,+4200
'328130,루닛,+288,+1265,43864,-36800,▼,-2100
'441270,파인엠텍,+1259,+1230,9776,+11360,▲,+710
'218410,RFHIC,+327,+1155,35302,+81600,▲,+2900
'086520,에코프로,+115,+1129,98343,-150900,▼,-200
'310210,보로노이,+52,+1103,210190,+324500,▲,+4500
'462350,이노스페이스,+720,+1046,14534,-16520,▼,-650
'357780,솔브레인,+38,+1005,264261,+430000,▲,+8000
'247540,에코프로비엠,+62,+997,160867,+190100,▲,+400
'327260,RF머트리얼즈,+356,+957,26876,+73900,▲,+13400
'277810,레인보우로보틱스,+20,+923,470949,-668000,▼,-50000
'394800,쓰리빌리언,+524,+915,17455,+14740,▲,+60
'042520,한스바이오메드,+299,+912,30500,-52900,▼,-2800
'145020,휴젤,+37,+868,236953,+263500,▲,+1500
'466100,클로봇,+121,+830,68762,+57000,▲,+800
'319660,피에스케이,+223,+765,34359,+85500,▲,+3000
'095340,ISC,+70,+751,107231,+245000,▲,+500
'347700,스피어,+527,+739,14035,-45250,▼,-600
'053800,안랩,+114,+721,63403,+61800,▲,+500
'376300,디어유,+171,+649,37851,+35950,▲,+200
'126340,비나텍,+83,+640,76897,+143700,▲,+4300
'098460,고영,+236,+595,25166,-29050,▼,-650
'041510,에스엠,+48,+575,119117,+98000,▲,+900
'006730,서부T&D,+445,+565,12702,14840,-,0
'100790,미래에셋벤처투자,+289,+549,19008,-22300,▼,-550
'189300,인텔리안테크,+89,+531,59470,-121800,▼,-1600
'274090,켄코아에어로스페이스,+399,+529,13274,+21000,▲,+300
'300080,플리토,+260,+438,16879,-12270,▼,-260
'005290,동진쎄미켐,+115,+434,37835,+49850,▲,+1300
'222800,심텍,+74,+379,51394,+62500,▲,+2400
'052400,코나아이,+78,+367,47098,-57500,▼,-1000
'253450,스튜디오드래곤,+86,+364,42510,+40000,▲,+950
'425420,티에프이,+86,+325,37757,+65900,▲,+5200
'032500,케이엠더블유,+197,+323,16350,+32450,▲,+3250
'067310,하나마이크론,+122,+308,25194,+34750,▲,+1250
'272290,이녹스첨단소재,+118,+290,24468,+33250,▲,+1900
'171090,선익시스템,+53,+289,54537,-102400,▼,-1100
'214430,아이쓰리시스템,+32,+248,78786,+96600,▲,+200
'131970,두산테스나,+51,+232,45263,+99900,▲,+8000
'089970,브이엠,+77,+230,29928,-47800,▼,-1000
'010170,대한광통신,+1013,+219,2161,+7440,▲,+50
'036810,에프에스티,+54,+185,34486,-42400,▼,-600
'236200,슈프리마,+46,+170,36784,-51100,▼,-400
'078160,메디포스트,+100,+168,16849,-22200,▼,-1000
'473980,노머스,+64,+154,23988,+19100,▲,+1240
'178320,서진시스템,+56,+149,26493,+48000,▲,+2600
'079370,제우스,+102,+142,13892,-17500,▼,-360
'058470,리노공업,+22,+136,61347,-112000,▼,-5100
'089030,테크윙,+29,+126,43821,-58000,▼,-500
'160190,하이젠알앤엠,+19,+123,63328,-43600,▼,-10100
'059090,미코,+83,+117,14139,+15080,▲,+510
'161580,필옵틱스,+25,+113,45660,-39050,▼,-1050
'053030,바이넥스,+68,+110,16076,+12640,▲,+240
'240810,원익IPS,+18,+109,61553,+124000,▲,+3100
'083650,비에이치아이,+20,+109,55437,+109800,▲,+5500
'251970,펌텍코리아,+18,+97,54432,+47350,▲,+1750
'041190,우리기술투자,+119,+92,7767,-6770,▼,-30
'348210,넥스틴,+11,+73,67881,-79800,▼,-200
'488280,에스투더블유,+19,+70,36360,-15540,▼,-160
'025320,시노펙스,+89,+61,6883,-5990,▼,-80
'362320,청담글로벌,+88,+55,6213,+5150,▲,+130
'051500,CJ프레시웨이,+19,+54,28044,+33550,▲,+2850
'039030,이오테크닉스,+2,+53,257879,+425000,▲,+12500
'338840,와이바이오로직스,+20,+48,24155,-34600,▼,-1000
'468530,프로티나,+5,+48,95600,-80500,▼,-1300
'023600,삼보판지,+44,+42,9747,+9830,▲,+210
'419530,SAMG엔터,+9,+38,41767,+35900,▲,+1450
'098070,한텍,+10,+33,34062,+47550,▲,+2950
'484590,삼양컴텍,+20,+27,13743,-12490,▼,-230
'087010,펩트론,+1,+13,248849,+343500,▲,+26000
'050890,쏠리드,+14,+11,8286,+13120,▲,+220
'475830,오름테라퓨틱,+1,+10,96600,+125300,▲,+400
'036200,유니셈,+2,+2,9248,+10180,▲,+130
'060280,큐렉소,+0,+0,14250,-15230,▼,-290
