종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'108490,로보티즈,-2846,-63362,222621,-260500,▼,-6500
'032820,우리기술,-83196,-41120,4943,-28400,▼,-550
'319400,현대무벡스,-20770,-21848,10519,+30400,▲,+500
'067310,하나마이크론,-6178,-18301,29623,+34750,▲,+1250
'466100,클로봇,-2689,-11481,42695,+57000,▲,+800
'468530,프로티나,-1132,-7277,64273,-80500,▼,-1300
'028300,HLB,-1436,-7038,49019,+51300,▲,+900
'222800,심텍,-1026,-6469,63044,+62500,▲,+2400
'214450,파마리서치,-117,-6448,549548,+327500,▲,+7000
'090360,로보스타,-713,-6281,88084,-64600,▼,-1100
'257720,실리콘투,-1379,-6219,45109,+38600,▲,+2100
'068760,셀트리온제약,-867,-5551,64027,+60800,▲,+600
'458870,씨어스테크놀로지,-667,-5357,80366,-184800,▼,-4200
'050890,쏠리드,-5550,-4504,8115,+13120,▲,+220
'084370,유진테크,-444,-4236,95431,-129200,▼,-2700
'032500,케이엠더블유,-2443,-4187,17139,+32450,▲,+3250
'310210,보로노이,-197,-3988,202411,+324500,▲,+4500
'290650,엘앤씨바이오,-748,-3986,53310,+75700,▲,+300
'437730,삼현,-1246,-3946,31663,-55400,▼,-600
'087010,펩트론,-150,-3886,258775,+343500,▲,+26000
'456160,지투지바이오,-212,-3553,167537,+88700,▲,+1800
'475830,오름테라퓨틱,-770,-3529,45835,+125300,▲,+400
'052400,코나아이,-716,-3409,47584,-57500,▼,-1000
'189300,인텔리안테크,-739,-3389,45854,-121800,▼,-1600
'240810,원익IPS,-501,-3207,64058,+124000,▲,+3100
'036930,주성엔지니어링,-1031,-3167,30714,+72800,▲,+11800
'160190,하이젠알앤엠,-514,-3044,59212,-43600,▼,-10100
'101490,에스앤에스텍,-528,-2963,56138,-85700,▼,-200
'348210,넥스틴,-449,-2898,64499,-79800,▼,-200
'086390,유니테스트,-1428,-2880,20173,+19460,▲,+1140
'178320,서진시스템,-1020,-2833,27771,+48000,▲,+2600
'140410,메지온,-403,-2558,63552,+91600,▲,+100
'131970,두산테스나,-498,-2488,49984,+99900,▲,+8000
'039030,이오테크닉스,-105,-2461,233295,+425000,▲,+12500
'065350,신성델타테크,-429,-2362,55110,+63000,▲,+1200
'049630,재영솔루텍,-20143,-2337,1160,+3080,▲,+15
'287840,인투셀,-367,-2204,60013,-47450,▼,-150
'253450,스튜디오드래곤,-474,-2139,45173,+40000,▲,+950
'140860,파크시스템스,-87,-2135,245643,-272500,▼,-5000
'214150,클래시스,-430,-2118,49284,+53700,▲,+1200
'099320,쎄트렉아이,-352,-2108,59841,-177800,▼,-8400
'168360,펨트론,-977,-2100,21497,+23450,▲,+550
'278280,천보,-281,-2043,72666,+47300,▲,+300
'054950,제이브이엠,-714,-2021,28296,+25450,▲,+600
'067160,SOOP,-281,-2020,71833,+63100,▲,+500
'455900,엔젤로보틱스,-560,-1867,33313,+27700,▲,+150
'357780,솔브레인,-65,-1839,284284,+430000,▲,+8000
'260970,에스앤디,-242,-1839,75895,+54500,▲,+400
'078600,대주전자재료,-226,-1718,75973,+127500,▲,+7800
'131290,티에스이,-308,-1599,51970,-121400,▼,-3400
'114190,강원에너지,-957,-1595,16666,+13420,▲,+520
'476060,온코닉테라퓨틱스,-949,-1563,16463,-23900,▼,-1200
'230240,에치에프알,-898,-1554,17315,+27000,▲,+1500
'058470,리노공업,-264,-1531,57958,-112000,▼,-5100
'107640,한중엔시에스,-325,-1517,46690,+52000,▲,+300
'102120,어보브반도체,-1128,-1439,12751,+11840,▲,+130
'127120,제이에스링크,-675,-1417,20984,+39700,▲,+450
