종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'278470,에이피알,-806,-29422,364938,-321500,▼,-38000
'000270,기아,-1469,-24952,169827,-161600,▼,-6900
'352820,하이브,-528,-18268,346304,-282500,▼,-61500
'263750,펄어비스,-3570,-14690,41150,-40100,▼,-1400
'079550,LIG넥스원,-208,-13939,671489,-623000,▼,-38000
'012330,현대모비스,-292,-11818,404419,-375500,▼,-25000
'004020,현대제철,-2803,-10339,36882,-34150,▼,-3300
'000660,SK하이닉스,-97,-10050,1040719,-933000,▼,-74000
'039200,오스코텍,-1786,-9990,55940,-50800,▼,-5200
'000720,현대건설,-576,-9803,170095,-149600,▼,-14400
'277810,레인보우로보틱스,-120,-8057,668829,-587000,▼,-72000
'009150,삼성전기,-160,-7389,461016,-420000,▼,-44500
'012450,한화에어로스페이스,-54,-7078,1318822,-1242000,▼,-78000
'047040,대우건설,-3106,-5845,18819,-17060,▼,-2050
'298040,효성중공업,-21,-5710,2727910,-2570000,▼,-165000
'005935,삼성전자우,-392,-5358,136792,-130900,▼,-8300
'476830,알지노믹스,-239,-5086,212580,-199200,▼,-15300
'440110,파두,-864,-4987,57743,-56000,▼,-3200
'000250,삼천당제약,-50,-4679,927969,+923000,▲,+16000
'089030,테크윙,-782,-4572,58461,-53900,▼,-4100
'010130,고려아연,-27,-4337,1589917,-1480000,▼,-107000
'196170,알테오젠,-121,-4298,354348,-323500,▼,-30000
'279570,케이뱅크,-6253,-4121,6590,-6150,▼,-450
'089970,브이엠,-765,-3592,46955,-43300,▼,-4350
'032830,삼성생명,-142,-3207,225133,-212500,▼,-19000
'298020,효성티앤씨,-85,-3172,371547,+372000,▲,+5000
'005380,현대차,-58,-2996,521036,-483000,▼,-34000
'042700,한미반도체,-95,-2927,308912,-295000,▼,-14500
'389020,자람테크놀로지,-536,-2879,53719,-50800,▼,-2100
'329180,HD현대중공업,-49,-2732,561904,-505000,▼,-54000
'489790,한화비전,-313,-2727,87143,-77800,▼,-9600
'003380,하림지주,-1511,-2694,17827,-15300,▼,-2400
'439260,대한조선,-284,-2634,92586,-87800,▼,-3400
'425420,티에프이,-424,-2572,60644,-59200,▼,-8300
'000100,유한양행,-248,-2465,99243,-92800,▼,-7500
'017800,현대엘리베이터,-256,-2250,87829,-82900,▼,-5900
'002380,KCC,-41,-2207,541782,-494000,▼,-52000
'221800,유투바이오,-1107,-2150,19412,-17270,▼,-1730
'068270,셀트리온,-101,-2042,201652,-185300,▼,-16700
'108490,로보티즈,-79,-2033,256955,-233500,▼,-27500
'060370,LS마린솔루션,-627,-1996,31857,-29050,▼,-2550
'058610,에스피지,-166,-1983,119419,-106800,▼,-13700
'006260,LS,-65,-1977,303583,-270500,▼,-33000
'458870,씨어스테크놀로지,-107,-1936,180569,-177900,▼,-5000
'290650,엘앤씨바이오,-251,-1895,75585,-69000,▼,-6700
'099320,쎄트렉아이,-98,-1753,178228,-159100,▼,-17000
'029780,삼성카드,-287,-1717,59790,-59300,▼,-400
'010170,대한광통신,-2310,-1701,7364,-7350,▼,-90
'083450,GST,-547,-1633,29858,-27950,▼,-2150
'298380,에이비엘바이오,-86,-1628,189511,-165200,▼,-25300
'003670,포스코퓨처엠,-80,-1588,198518,-183700,▼,-15500
'017960,한국카본,-321,-1588,49466,-46000,▼,-3800
'058470,리노공업,-140,-1582,112730,-103500,▼,-8200
'112610,씨에스윈드,-226,-1488,65901,-60600,▼,-5500
'490470,세미파이브,-491,-1467,29885,-30100,▼,-800
'089890,코세스,-517,-1349,26110,-22550,▼,-3250
'003160,디아이,-346,-1316,38051,-34100,▼,-4650
'183300,코미코,-105,-1259,119438,-109200,▼,-11100
'138080,오이솔루션,-367,-1208,32902,-31600,▼,-2300
'347700,스피어,-268,-1200,44731,-40350,▼,-4400
'122870,와이지엔터테인먼트,-197,-1186,60244,-53100,▼,-6700
'241560,두산밥캣,-180,-1124,62264,-59000,▼,-4100
'393890,더블유씨피,-810,-1097,13533,+13460,▲,+230
'0126Z0,삼성에피스홀딩스,-20,-1082,548050,-505000,▼,-47000
'383220,F&F,-173,-1075,61977,-60200,▼,-2500
'255220,SG,-3751,-1064,2837,-2650,▼,-195
'178320,서진시스템,-223,-1054,47319,-44250,▼,-3750
'033160,엠케이전자,-578,-1047,18126,-16300,▼,-1770
'033500,동성화인텍,-376,-1011,26873,-25350,▼,-1450
'002020,코오롱,-182,-987,54346,-49900,▼,-5000
'358570,지아이이노베이션,-653,-956,14652,-12980,▼,-1590
'043260,성호전자,-213,-942,44308,-42550,▼,-2450
'064350,현대로템,-52,-931,180635,-165100,▼,-15000
'493280,아이엠바이오로직스,-87,-904,104191,-76100,▼,-27900
'475400,씨메스,-242,-856,35416,-31800,▼,-3500
'124500,아이티센글로벌,-141,-856,60699,-51000,▼,-10500
'241710,코스메카코리아,-109,-847,77686,+77400,▲,+600
'115180,큐리언트,-186,-831,44780,-41050,▼,-3900
'011070,LG이노텍,-27,-802,292700,-283500,▼,-12500
'347850,디앤디파마텍,-100,-787,78810,-69400,▼,-8700
'119850,지엔씨에너지,-221,-776,35165,-32100,▼,-3450
'331740,아우토크립트,-457,-775,16958,-15430,▼,-1570
'006730,서부T&D,-507,-769,15165,-14210,▼,-630
'005290,동진쎄미켐,-154,-766,49622,-44850,▼,-4950
'180640,한진칼,-58,-742,128058,-116600,▼,-13400
'011760,현대코퍼레이션,-272,-732,26910,-25650,▼,-1250
'035420,NAVER,-32,-700,218662,-207500,▼,-14000
'005385,현대차우,-26,-696,266313,-247000,▼,-18000
'475150,SK이터닉스,-120,-677,56322,-51600,▼,-8300
'011780,금호석유화학,-50,-661,133369,-125500,▼,-6400
'018670,SK가스,-25,-654,261677,-250500,▼,-9500
'372320,큐로셀,-121,-603,49927,-48200,▼,-1750
'259960,크래프톤,-26,-599,232942,-227500,▼,-8000
'183190,아세아시멘트,-457,-578,12641,-12250,▼,-550
'271560,오리온,-42,-563,134672,-128900,▼,-8900
'140860,파크시스템스,-20,-543,276773,-256000,▼,-17000
'137400,피엔티,-112,-536,48069,-46100,▼,-1800
'071055,한국금융지주우,-29,-505,176608,-157000,▼,-15000
'356860,티엘비,-65,-505,77901,-71600,▼,-6500
'039030,이오테크닉스,-11,-469,426781,-412000,▼,-17500
