종목코드,종목명,순매도수량(백주),순매도금액(백만),추정평균가,현재가,전일대비,전일대비
'010170,대한광통신,-30449,-61066,20055,+19870,[^],+2100
'050890,쏠리드,-18609,-33376,17935,+17350,[^],+270
'005290,동진쎄미켐,-5310,-27127,51091,+52600,[^],+3100
'086520,에코프로,-1568,-22895,146017,-144200,[v],-2200
'095340,ISC,-701,-16608,236772,-217000,[v],-40500
'263750,펄어비스,-2833,-15869,56016,+57700,[^],+2100
'403870,HPSP,-3232,-13891,42979,-41400,[v],-4150
'196170,알테오젠,-382,-13333,348951,-352500,[v],-9000
'108490,로보티즈,-548,-12962,236454,-238000,[v],-7500
'032820,우리기술,-5843,-12886,22056,+21100,[^],+100
'095610,테스,-1474,-12458,84518,-82000,[v],-500
'082920,비츠로셀,-2852,-12293,43098,-43300,[v],-1950
'247540,에코프로비엠,-432,-8680,200808,-199200,[v],-2300
'393890,더블유씨피,-4583,-7322,15976,-15740,[v],-1080
'290650,엘앤씨바이오,-967,-7103,73432,+74300,[^],+4600
'078600,대주전자재료,-541,-6483,119845,-119800,[v],-4000
'141080,리가켐바이오,-338,-6296,186429,-188100,[v],-100
'368770,파이버프로,-2408,-5587,23205,+23100,[^],+400
'039560,다산네트웍스,-9322,-5309,5695,-5650,[v],-50
'126340,비나텍,-420,-4771,113682,+115800,[^],+11100
'230240,에치에프알,-1492,-4568,30627,+30850,[^],+1000
'183300,코미코,-331,-4505,136018,-133700,[v],-400
'088800,에이스테크,-7510,-4448,5923,+6720,[^],+1130
'950160,코오롱티슈진,-457,-4270,93429,-93700,[v],-5600
'475830,오름테라퓨틱,-500,-4230,84614,-86200,[v],-100
'425420,티에프이,-704,-4202,59646,+61500,[^],+5000
'200710,에이디테크놀로지,-809,-3997,49412,-48450,[v],-2850
'332570,PS일렉트로닉스,-6537,-3851,5892,+6670,[^],+1420
'440110,파두,-581,-3644,62696,+57100,[^],+1400
'232140,와이씨,-1801,-3547,19701,-19290,[v],-210
'327260,RF머트리얼즈,-379,-3532,93239,-89200,[v],-3500
'376900,로킷헬스케어,-347,-3428,98653,+96100,[^],+4900
'089030,테크윙,-592,-3216,54337,53000,-,0
'033790,피노,-3186,-3214,10086,-9960,[v],-730
'121600,나노신소재,-450,-3097,68776,+69400,[^],+600
'354320,알멕,-363,-3009,82778,+81300,[^],+11800
'490470,세미파이브,-589,-2906,49348,+36500,[^],+5200
'033640,네패스,-1055,-2738,25954,+25650,[^],+500
'003380,하림지주,-2018,-2710,13432,-13370,[v],-700
'025980,아난티,-3645,-2587,7099,-7060,[v],-360
'417200,LS머트리얼즈,-1291,-2581,19989,+20400,[^],+420
'222800,심텍,-375,-2536,67624,-66600,[v],-1500
'033160,엠케이전자,-1205,-2372,19689,-19390,[v],-1210
'140410,메지온,-283,-2353,83243,-84000,[v],-3100
'264450,유비쿼스,-1379,-2288,16586,+16700,[^],+500
'382800,지앤비에스 에코,-3000,-2235,7451,+7580,[^],+490
